 -1541.17969      0.389271      0.25283 56666.045576751108456 -1540.954423248892908   373.023000 GUPPI_GBNCC105506_5666   
 -1541.17969      0.018430      0.19859 56666.045576746815641 -1540.954423253185041   324.974000 GUPPI_GBNCC105506_5666   
 -1541.17908      0.793988      0.49924 56666.046222613804275 -1540.953777386193224   373.012000 GUPPI_GBNCC105506_5666   
 -1541.17908     -0.397487      0.27355 56666.046222600016335 -1540.953777399983437   324.970000 GUPPI_GBNCC105506_5666   
 -1075.53406      0.792001      0.86825 57131.691206498151587 -1075.308793501846594   863.631000 GUPPI_J2353-22_0_57131   
 -1075.53406     -0.901504      1.09966 57131.691206478550157 -1075.308793521447342   769.681000 GUPPI_J2353-22_0_57131   
 -1075.53235      0.063690      0.68376 57131.692898637731560 -1075.307101362270714   863.362000 GUPPI_J2353-22_0_57131   
 -1075.53235      0.211728      1.19672 57131.692898639441410 -1075.307101360557226   769.698000 GUPPI_J2353-22_0_57131   
 -1075.52246     -0.210947      0.74576 57131.702838389435783 -1075.297161610563080   863.649000 GUPPI_J2353-22_3_57131   
 -1075.52246     -1.236666      1.11675 57131.702838377568696 -1075.297161622434714   769.707000 GUPPI_J2353-22_3_57131   
 -1045.79395      0.298810      0.82290 57161.431385840027360 -1045.568614159975368   811.978000 GUPPI_J2353-22_57161_3   
 -1014.85437     -0.247139      0.58748 57192.370910608202394 -1014.629089391799653   897.258000 GUPPI_J2353-22_57192_3   
 -1014.85437     -0.329154      0.94894 57192.370910607249243 -1014.629089392748824   843.126000 GUPPI_J2353-22_57192_3   
 -1014.85437     -0.034982      0.58855 57192.370910610654391 -1014.629089389344131   794.240000 GUPPI_J2353-22_57192_3   
 -1014.85437     -0.698771      0.43610 57192.370910602970980 -1014.629089397026860   746.129000 GUPPI_J2353-22_57192_3   
 -1014.85345      0.339356      0.56878 57192.371847109112423 -1014.628152890885985   896.835000 GUPPI_J2353-22_57192_3   
 -1014.85345      0.469559      0.95435 57192.371847110618546 -1014.628152889379066   843.237000 GUPPI_J2353-22_57192_3   
 -1014.85345     -0.445193      0.50568 57192.371847100032028 -1014.628152899966494   794.250000 GUPPI_J2353-22_57192_3   
 -1014.85345     -0.074073      0.43429 57192.371847104332119 -1014.628152895671064   746.192000 GUPPI_J2353-22_57192_3   
 -1014.85248     -0.998846      0.69128 57192.372790046334558 -1014.627209953668853   898.220000 GUPPI_J2353-22_57192_3   
 -1014.85248     -0.349797      0.96546 57192.372790053843346 -1014.627209946156654   842.702000 GUPPI_J2353-22_57192_3   
 -1014.85248      0.773075      0.45858 57192.372790066838206 -1014.627209933160543   794.279000 GUPPI_J2353-22_57192_3   
 -1014.85248      0.800334      0.45964 57192.372790067158348 -1014.627209932845062   746.086000 GUPPI_J2353-22_57192_3   
 -1014.85175     -0.092989      0.86973 57192.373539252119372 -1014.626460747884039   897.171000 GUPPI_J2353-22_57192_3   
 -1014.85175     -0.755949      0.74727 57192.373539244443236 -1014.626460755557218   794.410000 GUPPI_J2353-22_57192_3   
 -1014.85175      0.166510      0.49689 57192.373539255117066 -1014.626460744880546   746.094000 GUPPI_J2353-22_57192_3   
  -986.96210      0.343834      0.83652 57220.263161013674107 -986.736838986324415   843.542000 GUPPI_J2353-22_57220_2   
  -986.96210     -0.136735      0.56503 57220.263161008115276 -986.736838991886543   794.266000 GUPPI_J2353-22_57220_2   
  -986.96210     -0.149552      0.26700 57220.263161007962481 -986.736838992034905   745.316000 GUPPI_J2353-22_57220_2   
  -986.96118     -0.947022      0.74479 57220.264097492858127 -986.735902507139258   843.634000 GUPPI_J2353-22_57220_2   
  -986.96118      0.662873      0.61000 57220.264097511491855 -986.735902488506213   794.317000 GUPPI_J2353-22_57220_2   
  -986.96118      0.784439      0.25967 57220.264097512903390 -986.735902487099224   745.377000 GUPPI_J2353-22_57220_2   
  -986.96027      0.082402      0.73611 57220.265027540321171 -986.734972459679170   843.332000 GUPPI_J2353-22_57220_2   
  -986.96027      0.099023      0.60746 57220.265027540510346 -986.734972459486812   794.238000 GUPPI_J2353-22_57220_2   
  -986.96027      0.337684      0.26284 57220.265027543275210 -986.734972456724563   745.381000 GUPPI_J2353-22_57220_2   
  -986.95953     -0.592024      1.02745 57220.265783186398039 -986.734216813604462   843.322000 GUPPI_J2353-22_57220_2   
  -986.95953      1.033696      1.18124 57220.265783205213665 -986.734216794788153   794.347000 GUPPI_J2353-22_57220_2   
  -986.95953      0.757205      0.35154 57220.265783202012244 -986.734216797988324   745.354000 GUPPI_J2353-22_57220_2   
  -957.87634     -0.841915      0.53615 57249.348957020265516 -957.651042979734598   769.505000 GUPPI_J2353-22_57249_2   
  -929.08118     -0.500148      0.57238 57278.144110483153781 -928.855889516847242   813.138000 GUPPI_J2353-22_57278_1   
  -917.03595     -0.410518      0.30429 57290.189310849717003 -916.810689150281064   812.728000 GUPPI_J2353-22_57290_1   
  -915.03577      0.265082      0.41658 57292.189500846216106 -914.810499153783439   813.829000 GUPPI_J2353-22_57292_1   
  -914.03278     -1.963130      0.73193 57293.192524780890380 -913.807475219113030   814.367000 GUPPI_J2353-22_57293_1   
  -910.04468     -0.000624      0.28980 57297.180639937294472 -909.819360062704163   866.774000 GUPPI_J2353-22_57297_1   
  -910.04468      0.158996      0.18810 57297.180639939142566 -909.819360060856752   769.743000 GUPPI_J2353-22_57297_1   
  -910.04016      0.194386      0.24367 57297.185122194197902 -909.814877805802439   866.785000 GUPPI_J2353-22_57297_1   
  -910.04016      0.252605      0.19210 57297.185122194874566 -909.814877805128617   769.828000 GUPPI_J2353-22_57297_1   
  -900.06952      0.128887      0.81510 57307.155768479307881 -899.844231520691778   821.264000 GUPPI_J2353-22_57307_1   
  -899.20258      0.652726      0.61697 57308.022729537267878 -898.977270462730758   812.641000 GUPPI_J2353-22_57308_0   
  -868.12030     -0.406534      0.50728 57339.105014783985098 -867.894985216017858   814.684000 GUPPI_J2353-22_57339_0   
  -840.19086      0.057001      0.25226 57367.034421425174514 -839.965578574826395   865.299000 GUPPI_J2353-22_57367_0   
  -840.19086      0.210433      0.62381 57367.034421426949848 -839.965578573050493   778.104000 GUPPI_J2353-22_57367_0   
  -810.17303     -0.043858      0.33300 57397.052229342800274 -809.947770657197907   896.526000 GUPPI_J2353-22_57397_0   
  -810.17303     -0.384869      0.28637 57397.052229338856705 -809.947770661144773   842.849000 GUPPI_J2353-22_57397_0   
  -810.17303     -1.199226      1.14883 57397.052229329427064 -809.947770670570208   794.093000 GUPPI_J2353-22_57397_0   
  -810.17133     -0.942301      0.41491 57397.053940856152622 -809.946059143847833   896.706000 GUPPI_J2353-22_57397_0   
  -810.17133      0.514888      0.29397 57397.053940873018291 -809.946059126982277   843.059000 GUPPI_J2353-22_57397_0   
  -810.17133      1.745504      0.89069 57397.053940887264616 -809.946059112739022   794.113000 GUPPI_J2353-22_57397_0   
  1423.41162      0.232657      0.65616 59630.636915705690626 1423.636915705691990   378.421000 VEGAS_2353-22_59630_55   
  1423.41162      0.659328      0.26933 59630.636915710631001 1423.636915710630319   324.631000 VEGAS_2353-22_59630_55   
  1423.41479      0.102231      0.46290 59630.640054574192618 1423.640054574195119   378.441000 VEGAS_2353-22_59630_55   
  1423.41479      0.275462      0.34812 59630.640054576200782 1423.640054576200100   324.626000 VEGAS_2353-22_59630_55   
  1514.27698     -0.178036      0.46413 59721.502313451666851 1514.502313451665714   379.003000 VEGAS_2353-22_59721_43   
  1514.27698      0.114571      0.19680 59721.502313455050171 1514.502313455052445   324.477000 VEGAS_2353-22_59721_43   
  1514.27844      0.019848      0.46075 59721.503708507298143 1514.503708507295869   379.283000 VEGAS_2353-22_59721_43   
  1514.27844      0.109108      0.19089 59721.503708508331329 1514.503708508329055   324.449000 VEGAS_2353-22_59721_43   
  1514.27979      0.337446      0.45969 59721.505110022888402 1514.505110022891813   379.180000 VEGAS_2353-22_59721_43   
  1514.27979      0.104367      0.18300 59721.505110020196298 1514.505110020194252   324.456000 VEGAS_2353-22_59721_43   
  1514.28125     -0.179259      0.53623 59721.506505070254207 1514.506505070251251   379.379000 VEGAS_2353-22_59721_43   
  1514.28125     -0.105877      0.18154 59721.506505071098218 1514.506505071100491   324.483000 VEGAS_2353-22_59721_43   
  1514.28259     -0.119573      0.56296 59721.507841997059586 1514.507841997059359   379.336000 VEGAS_2353-22_59721_43   
  1514.28259      0.053648      0.22036 59721.507841999067750 1514.507841999064340   324.459000 VEGAS_2353-22_59721_43   
  1541.17517     -0.103968      0.21785 59748.400401485370821 1541.400401485371958   378.550000 VEGAS_2353-22_59748_34   
  1541.17517      0.075909      0.07760 59748.400401487451745 1541.400401487454019   324.561000 VEGAS_2353-22_59748_34   
  1541.17749      0.059448      0.22196 59748.402720117584977 1541.402720117583158   378.692000 VEGAS_2353-22_59748_34   
  1541.17749      0.115627      0.08712 59748.402720118232537 1541.402720118233447   324.586000 VEGAS_2353-22_59748_34   
  1541.17969      0.317884      0.24363 59748.404999999409483 1541.404999999412439   378.603000 VEGAS_2353-22_59748_34   
  1541.17969      0.002720      0.08788 59748.404999995764229 1541.404999995764683   324.582000 VEGAS_2353-22_59748_34   
