  -705.52789     -0.344415      0.38483 55988.595850943289406 -1090.404149056711276   349.857000 GUPPI_GBNCC29217_55988   
  -705.52600      0.642560      0.82738 55988.597712689886976 -1090.402287310116208   349.847000 GUPPI_GBNCC29450_55988   
  -705.47998     -0.108707      0.32519 55988.643743837048532 -1090.356256162949876   349.934000 GUPPI_GBNCC29594_55988   
  -676.56091      0.661964      0.85427 56017.562834812881192 -1061.437165187119945   349.916000 GUPPI_GBNCC30204_56017   
  -676.55957     -0.302270      0.24597 56017.564174463012023 -1061.435825536987068   375.062000 GUPPI_GBNCC29827_56017   
  -676.55957     -0.142136      0.14969 56017.564174464867392 -1061.435825535133517   324.826000 GUPPI_GBNCC29827_56017   
  -676.55890      0.009944      0.28328 56017.564814745921467 -1061.435185254078988   375.008000 GUPPI_GBNCC29827_56017   
  -676.55890      0.200882      0.17594 56017.564814748133358 -1061.435185251868916   324.848000 GUPPI_GBNCC29827_56017   
   377.30423     -0.600301      0.54174 57071.427967451665609   -7.572032548337415   865.507000 GUPPI_J1911+37_3_57071   
   377.30423     -0.526067      0.38402 57071.427967452524172   -7.572032547478234   769.524000 GUPPI_J1911+37_3_57071   
   377.30524      0.167912      0.47818 57071.428962356221746   -7.571037643780297   865.436000 GUPPI_J1911+37_3_57071   
   377.30524      0.630595      0.36031 57071.428962361576851   -7.571037638425164   769.512000 GUPPI_J1911+37_3_57071   
   385.28952      0.779579      0.71735 57079.413266047769866    0.413266047766957   892.055000 GUPPI_J1911+37_57079_3   
   385.28952     -0.056008      0.37196 57079.413266038092843    0.413266038095809   844.489000 GUPPI_J1911+37_57079_3   
   385.28952     -0.239868      0.30722 57079.413266035968263    0.413266035967801   794.349000 GUPPI_J1911+37_57079_3   
   385.28952     -0.413901      0.27663 57079.413266033952823    0.413266033953537   745.518000 GUPPI_J1911+37_57079_3   
   385.29123      0.259873      0.48177 57079.414950469072210    0.414950469069044   891.911000 GUPPI_J1911+37_57079_3   
   385.29123      0.343718      0.43334 57079.414950470039912    0.414950470039468   844.385000 GUPPI_J1911+37_57079_3   
   385.29123      0.493147      0.36245 57079.414950471771590    0.414950471768961   794.299000 GUPPI_J1911+37_57079_3   
   385.29123      0.018220      0.33988 57079.414950466270966    0.414950466272131   745.506000 GUPPI_J1911+37_57079_3   
   406.23419     -0.185032      0.42870 57100.357908150974254   21.357908150976463   844.130000 GUPPI_J1911+37_57100_3   
   406.23419     -0.006494      0.35544 57100.357908153040626   21.357908153042882   794.334000 GUPPI_J1911+37_57100_3   
   406.23419      0.247424      0.29520 57100.357908155980112   21.357908155981743   745.560000 GUPPI_J1911+37_57100_3   
   406.23587     -0.954311      0.68223 57100.359602419848670   21.359602419847086   893.710000 GUPPI_J1911+37_57100_3   
   406.23587      0.619958      0.59871 57100.359602438067668   21.359602438067785   844.179000 GUPPI_J1911+37_57100_3   
   406.23587     -0.173212      0.36467 57100.359602428885410   21.359602428887580   794.336000 GUPPI_J1911+37_57100_3   
   406.23587      0.237541      0.36226 57100.359602433643886   21.359602433641662   745.559000 GUPPI_J1911+37_57100_3   
   406.25748     -0.336312      0.42620 57100.381204468620126   21.381204468622276   866.873000 GUPPI_J1911+37_57100_3   
   406.25748     -0.055473      0.32227 57100.381204471872479   21.381204471872724   769.447000 GUPPI_J1911+37_57100_3   
   406.25870      0.298741      0.63682 57100.382425932039041   21.382425932042281   866.939000 GUPPI_J1911+37_57100_3   
   406.25870     -0.338027      0.41179 57100.382425924675772   21.382425924672273   769.451000 GUPPI_J1911+37_57100_3   
   436.19647     -0.472902      0.64418 57130.320215753337834   51.320215753340193   893.744000 GUPPI_J1911+37_57130_2   
   436.19647     -0.411791      0.41863 57130.320215754050878   51.320215754047496   843.964000 GUPPI_J1911+37_57130_2   
   436.19647      0.132757      0.38934 57130.320215760351857   51.320215760350138   794.377000 GUPPI_J1911+37_57130_2   
   436.19647     -0.170880      0.27663 57130.320215756837570   51.320215756835822   745.574000 GUPPI_J1911+37_57130_2   
   436.19818     -0.045199      0.53928 57130.321900185619597   51.321900185619654   894.034000 GUPPI_J1911+37_57130_2   
   436.19818     -0.210639      0.41249 57130.321900183706020   51.321900183704841   844.076000 GUPPI_J1911+37_57130_2   
   436.19818     -0.172010      0.32842 57130.321900184149854   51.321900184151929   794.390000 GUPPI_J1911+37_57130_2   
   436.19818     -0.212857      0.33342 57130.321900183676917   51.321900183679162   745.564000 GUPPI_J1911+37_57130_2   
   469.11783     -0.279020      0.42540 57163.241550093727710   84.241550093726914   866.246000 GUPPI_J1911+37_57163_2   
   469.11783      0.003835      0.31999 57163.241550097001891   84.241550097000697   769.176000 GUPPI_J1911+37_57163_2   
   469.11917     -0.361681      0.42667 57163.242889754277712   84.242889754277940   866.415000 GUPPI_J1911+37_57163_2   
   469.11917     -0.245421      0.26714 57163.242889755623764   84.242889755623537   769.179000 GUPPI_J1911+37_57163_2   
   499.10275     -0.086335      0.35424 57193.226474603674433  114.226474603676436   865.579000 GUPPI_J1911+37_57193_1   
   499.10275     -0.048464      0.21454 57193.226474604118266  114.226474604114756   770.999000 GUPPI_J1911+37_57193_1   
   499.10443     -0.132328      0.36160 57193.228168880938028  114.228168880940430   865.426000 GUPPI_J1911+37_57193_1   
   499.10443      0.066319      0.23888 57193.228168883237231  114.228168883239590   770.810000 GUPPI_J1911+37_57193_1   
   528.91425     -0.313014      0.42194 57223.037991871438862  144.037991871440965   866.216000 GUPPI_J1911+37_57223_0   
   528.91425      0.078917      0.24633 57223.037991875979060  144.037991875977184   768.744000 GUPPI_J1911+37_57223_0   
   528.91595      0.022456      0.39371 57223.039676302672888  144.039676302674735   866.241000 GUPPI_J1911+37_57223_0   
   528.91595     -0.030917      0.24684 57223.039676302054431  144.039676302056989   768.695000 GUPPI_J1911+37_57223_0   
   554.88104      0.485565      0.38582 57249.004759504612593  170.004759504613475   865.887000 GUPPI_J1911+37_57249_0   
   554.88104      0.133068      0.22773 57249.004759500530781  170.004759500533652   769.291000 GUPPI_J1911+37_57249_0   
   554.88275      0.189352      0.41358 57249.006453778994910  170.006453778994597   865.449000 GUPPI_J1911+37_57249_0   
   554.88275      0.261053      0.29143 57249.006453779824369  170.006453779824483   769.498000 GUPPI_J1911+37_57249_0   
   584.73621     -0.026778      0.45845 57278.859914505883353  199.859914505881477   865.759000 GUPPI_J1911+37_57278_7   
   584.73621      0.384589      0.30019 57278.859914510641829  199.859914510642682   769.870000 GUPPI_J1911+37_57278_7   
   584.73785      0.513168      0.45347 57278.861589089043264  199.861589089042639   865.477000 GUPPI_J1911+37_57278_7   
   584.73785     -0.770274      0.44523 57278.861589074185758  199.861589074187975   769.890000 GUPPI_J1911+37_57278_7   
   613.66260      0.126982      0.68139 57307.786309878640168  228.786309878638235   893.972000 GUPPI_J1911+37_57307_6   
   613.66260      0.512284      0.52624 57307.786309883100330  228.786309883097744   844.291000 GUPPI_J1911+37_57307_6   
   613.66260     -0.845422      0.40168 57307.786309867384261  228.786309867383579   794.489000 GUPPI_J1911+37_57307_6   
   613.66260     -0.631969      0.32140 57307.786309869850811  228.786309869854080   745.488000 GUPPI_J1911+37_57307_6   
   613.66425      1.058991      0.69918 57307.787994316793629  228.787994316796386   894.032000 GUPPI_J1911+37_57307_6   
   613.66425     -0.168481      0.48418 57307.787994302590960  228.787994302589539   844.250000 GUPPI_J1911+37_57307_6   
   613.66425     -0.323522      0.35252 57307.787994300793798  228.787994300795077   794.481000 GUPPI_J1911+37_57307_6   
   613.66425     -0.307308      0.33146 57307.787994300982973  228.787994300982717   745.508000 GUPPI_J1911+37_57307_6   
   639.50372     -0.274663      0.85529 57333.627474685927154  254.627474685923801   895.259000 GUPPI_J1911+37_57333_5   
   639.50372      0.126558      0.34468 57333.627474690569215  254.627474690567567   843.520000 GUPPI_J1911+37_57333_5   
   639.50372     -1.039259      0.34301 57333.627474677072314  254.627474677074304   794.401000 GUPPI_J1911+37_57333_5   
   639.50372      0.302157      0.35586 57333.627474692599208  254.627474692599947   745.451000 GUPPI_J1911+37_57333_5   
   639.50543     -1.094159      0.82426 57333.629168954270426  254.629168954268465   894.846000 GUPPI_J1911+37_57333_5   
   639.50543     -0.762257      0.43916 57333.629168958112132  254.629168958109915   843.225000 GUPPI_J1911+37_57333_5   
   639.50543      0.316209      0.42443 57333.629168970590399  254.629168970592190   794.404000 GUPPI_J1911+37_57333_5   
   639.50543      0.334570      0.29613 57333.629168970801402  254.629168970804699   745.395000 GUPPI_J1911+37_57333_5   
   639.50793      0.668733      0.58854 57333.631680840058834  254.631680840059204   894.531000 GUPPI_J1911+37_57333_5   
   639.50793     -0.865647      0.60245 57333.631680822298222  254.631680822300183   843.613000 GUPPI_J1911+37_57333_5   
   639.50793     -0.370333      0.31795 57333.631680828031676  254.631680828032984   794.397000 GUPPI_J1911+37_57333_5   
   639.50793     -0.377091      0.29929 57333.631680827951641  254.631680827954767   745.462000 GUPPI_J1911+37_57333_5   
   639.50964     -0.203489      0.42823 57333.633375107790926  254.633375107793626   843.340000 GUPPI_J1911+37_57333_5   
   639.50964     -0.278751      0.33800 57333.633375106925087  254.633375106922529   794.423000 GUPPI_J1911+37_57333_5   
   639.50964     -0.657283      0.33744 57333.633375102544960  254.633375102541379   745.471000 GUPPI_J1911+37_57333_5   
   640.49921     -0.492388      0.58813 57334.622912160615670  255.622912160616579   894.699000 GUPPI_J1911+37_57334_5   
