  -360.52042      0.000959      0.00575 58334.883487271072227    0.883487271073470   442.500000 430/puppi_58334_J1327+3423_0253.15y.x.ff puppi_430
  -360.52042     -0.001274      0.00936 58334.883487271050399    0.883487271047631   440.937000 430/puppi_58334_J1327+3423_0253.15y.x.ff puppi_430
  -360.52042     -0.005790      0.01881 58334.883487270992191    0.883487270995357   437.812000 430/puppi_58334_J1327+3423_0253.15y.x.ff puppi_430
  -360.52042      0.006630      0.01740 58334.883487271137710    0.883487271139110   434.686000 430/puppi_58334_J1327+3423_0253.15y.x.ff puppi_430
  -360.52042      0.017429      0.01566 58334.883487271261401    0.883487271264094   433.125000 430/puppi_58334_J1327+3423_0253.15y.x.ff puppi_430
  -360.52042      0.018117      0.01080 58334.883487271268677    0.883487271272063   431.562000 430/puppi_58334_J1327+3423_0253.15y.x.ff puppi_430
  -360.52042      0.009735      0.01394 58334.883487271174090    0.883487271175049   430.000000 430/puppi_58334_J1327+3423_0253.15y.x.ff puppi_430
  -360.52042      0.004902      0.01906 58334.883487271115882    0.883487271119108   426.875000 430/puppi_58334_J1327+3423_0253.15y.x.ff puppi_430
  -360.52042     -0.007307      0.00880 58334.883487270977639    0.883487270977806   425.311000 430/puppi_58334_J1327+3423_0253.15y.x.ff puppi_430
  -360.52042      0.004621      0.00761 58334.883487271115882    0.883487271115861   423.750000 430/puppi_58334_J1327+3423_0253.15y.x.ff puppi_430
  -360.52042     -0.016509      0.01417 58334.883487270868500    0.883487270871292   422.187000 430/puppi_58334_J1327+3423_0253.15y.x.ff puppi_430
  -360.50482      0.008189      0.00956 58334.899078560774797    0.899078560777241  1712.114000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482      0.016887      0.00888 58334.899078560876660    0.899078560877907  1700.087000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482      0.007368      0.00978 58334.899078560767521    0.899078560767737  1687.244000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482      0.015396      0.00839 58334.899078560862108    0.899078560860652  1674.922000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482      0.016554      0.00939 58334.899078560876660    0.899078560874056  1662.265000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482      0.000975      0.00846 58334.899078560694761    0.899078560693741  1649.518000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482      0.000443      0.00715 58334.899078560687485    0.899078560687581  1636.967000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482      0.010453      0.00886 58334.899078560803900    0.899078560803449  1611.192000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482     -0.007924      0.00794 58334.899078560592898    0.899078560590745  1599.092000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482      0.003084      0.00653 58334.899078560716589    0.899078560718156  1586.551000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482      0.007456      0.00853 58334.899078560767521    0.899078560768757  1575.011000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482     -0.006760      0.00882 58334.899078560607450    0.899078560604213  1565.514000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482     -0.007152      0.00693 58334.899078560600174    0.899078560599680  1551.639000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482     -0.011355      0.00941 58334.899078560549242    0.899078560551036  1536.772000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482     -0.000137      0.00612 58334.899078560680209    0.899078560680866  1524.051000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482      0.006919      0.00562 58334.899078560760245    0.899078560762540  1511.289000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482      0.004657      0.00505 58334.899078560738417    0.899078560736353  1499.808000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482     -0.010576      0.00499 58334.899078560556518    0.899078560560053  1487.373000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482     -0.002567      0.00536 58334.899078560651105    0.899078560652743  1473.744000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482     -0.000127      0.00479 58334.899078560680209    0.899078560680991  1462.018000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482     -0.008241      0.00474 58334.899078560585622    0.899078560587078  1449.922000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482     -0.005028      0.00478 58334.899078560622002    0.899078560624258  1437.305000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482     -0.016178      0.00534 58334.899078560498310    0.899078560495216  1424.770000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482      0.001965      0.00518 58334.899078560702037    0.899078560705199  1412.299000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482     -0.013327      0.00590 58334.899078560527414    0.899078560528210  1399.920000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482     -0.000206      0.00507 58334.899078560680209    0.899078560680081  1387.307000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482     -0.017993      0.00513 58334.899078560476482    0.899078560474205  1374.816000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482      0.002792      0.00433 58334.899078560716589    0.899078560714766  1362.303000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482     -0.004717      0.00481 58334.899078560629277    0.899078560627864  1349.769000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482     -0.005595      0.00573 58334.899078560614726    0.899078560617696  1337.323000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482      0.001573      0.00639 58334.899078560702037    0.899078560700662  1324.779000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482      0.004790      0.00761 58334.899078560738417    0.899078560737898  1312.291000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482      0.001338      0.00842 58334.899078560694761    0.899078560697944  1301.183000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482     -0.007665      0.01019 58334.899078560592898    0.899078560593750  1287.273000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482     -0.033723      0.01603 58334.899078560294583    0.899078560292146  1260.200000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482     -0.016350      0.01634 58334.899078560491034    0.899078560493223  1251.814000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482     -0.018210      0.01833 58334.899078560469206    0.899078560471697  1236.214000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482     -0.007944      0.01866 58334.899078560592898    0.899078560590510  1197.348000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482     -0.012072      0.00985 58334.899078560541966    0.899078560542730  1187.363000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482     -0.043916      0.01808 58334.899078560170892    0.899078560174164  1173.677000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -360.50482     -0.024502      0.01668 58334.899078560396447    0.899078560398870  1162.791000 1380/puppi_58334_J1327+3423_0255.15y.x.ff puppi_1380
  -341.57031     -0.008998      0.01154 58353.833583595594973   19.833583595595702   444.062000 430/puppi_58353_J1327+3423_0176.15y.x.ff puppi_430
  -341.57031     -0.002632      0.01016 58353.833583595667733   19.833583595669381   442.500000 430/puppi_58353_J1327+3423_0176.15y.x.ff puppi_430
  -341.57031     -0.017114      0.01692 58353.833583595500386   19.833583595501771   437.811000 430/puppi_58353_J1327+3423_0176.15y.x.ff puppi_430
  -341.57031      0.014691      0.01857 58353.833583595871460   19.833583595869879   436.250000 430/puppi_58353_J1327+3423_0176.15y.x.ff puppi_430
  -341.57031      0.009967      0.01048 58353.833583595813252   19.833583595815206   431.561000 430/puppi_58353_J1327+3423_0176.15y.x.ff puppi_430
  -341.57031     -0.003324      0.01006 58353.833583595660457   19.833583595661370   428.437000 430/puppi_58353_J1327+3423_0176.15y.x.ff puppi_430
  -341.57031      0.018566      0.00770 58353.833583595915115   19.833583595914725   426.875000 430/puppi_58353_J1327+3423_0176.15y.x.ff puppi_430
  -341.57031     -0.000510      0.00489 58353.833583595696837   19.833583595693945   425.312000 430/puppi_58353_J1327+3423_0176.15y.x.ff puppi_430
  -341.57031     -0.010229      0.00618 58353.833583595580421   19.833583595581459   423.750000 430/puppi_58353_J1327+3423_0176.15y.x.ff puppi_430
  -341.57031     -0.007283      0.00851 58353.833583595616801   19.833583595615551   422.187000 430/puppi_58353_J1327+3423_0176.15y.x.ff puppi_430
  -341.55557      0.019725      0.00952 58353.848329736734740   19.848329736733827  1759.948000 1380/puppi_58353_J1327+3423_0178.15y.x.ff puppi_1380
  -341.55557      0.007126      0.00539 58353.848329736589221   19.848329736588003  1749.947000 1380/puppi_58353_J1327+3423_0178.15y.x.ff puppi_1380
  -341.55557      0.010605      0.00596 58353.848329736625601   19.848329736628266  1738.032000 1380/puppi_58353_J1327+3423_0178.15y.x.ff puppi_1380
  -341.55557     -0.012966      0.00693 58353.848329736356391   19.848329736355456  1724.018000 1380/puppi_58353_J1327+3423_0178.15y.x.ff puppi_1380
  -341.55557     -0.000141      0.00496 58353.848329736501910   19.848329736503889  1711.848000 1380/puppi_58353_J1327+3423_0178.15y.x.ff puppi_1380
  -341.55557      0.007894      0.00423 58353.848329736596497   19.848329736596895  1699.777000 1380/puppi_58353_J1327+3423_0178.15y.x.ff puppi_1380
  -341.55557      0.003331      0.00402 58353.848329736545566   19.848329736544077  1687.261000 1380/puppi_58353_J1327+3423_0178.15y.x.ff puppi_1380
