1     2.1429e-01       -1.2298e+00
2     2.5172e-01       -1.1013e+00
3     3.3987e-01       -8.6156e-01
4     3.6842e-01       -7.9716e-01
5     1.3797e-01       -1.5813e+00

6     8.7500e-03       -3.7831e+00
7     2.1346e-01       -1.2329e+00
8     8.0000e-02       -2.0164e+00
9     2.5000e-01       -1.1067e+00
10    1.6667e-01       -1.4304e+00

11    4.4118e-01       -6.5328e-01
12    1.4118e-01       -1.5629e+00
13    1.5556e-01       -1.4855e+00
14    9.0000e-02       -1.9223e+00
15    1.0811e-01       -1.7760e+00

16    3.9474e-02       -2.5803e+00
17    3.6000e-02       -2.6539e+00
18    4.3333e-01       -6.6761e-01
19    2.8571e-02       -2.8384e+00
20    1.6429e-01       -1.4419e+00

21    9.1837e-02       -1.9062e+00
22    3.1818e-01       -9.1420e-01
23    4.2105e-02       -2.5288e+00
24    1.0500e-01       -1.7993e+00
25    2.9231e-01       -9.8191e-01

26    7.2727e-02       -2.0925e+00
27    5.0000e-02       -2.3916e+00
28    2.1951e-01       -1.2106e+00
29    2.5517e-01       -1.0904e+00
30    1.9149e-02       -3.1578e+00

31    1.2500e-01       -1.6601e+00
32    2.9412e-01       -9.7698e-01
33    5.5926e-01       -4.6395e-01
34    2.6471e-02       -2.8993e+00
35    1.3533e-01       -1.5967e+00

36    1.3333e-01       -1.6086e+00
37    1.5500e-01       -1.4884e+00
38    8.1081e-02       -2.0057e+00
39    1.5833e-01       -1.4714e+00
40    5.0000e-01       -5.5336e-01

41    2.0000e-01       -1.2849e+00
42    1.8667e-01       -1.3399e+00
43    3.4314e-02       -2.6921e+00
44    7.8125e-02       -2.0353e+00
45    8.3333e-02       -1.9838e+00

46    1.2000e-01       -1.6927e+00
47    2.7309e-01       -1.0362e+00
48    1.0000e+00       0.0000e+00
49    1.0909e-01       -1.7688e+00
50    2.0488e-01       -1.2656e+00

51    2.2034e-01       -1.2075e+00
52    1.3833e-01       -1.5792e+00
53    5.4545e-02       -2.3221e+00
54    2.3148e-01       -1.1682e+00
55    2.9400e-01       -9.7730e-01

56    6.5714e-02       -2.1734e+00
57    1.0000e-01       -1.8382e+00
58    9.9487e-02       -1.8423e+00
59    1.5614e-01       -1.4825e+00
60    2.5455e-02       -2.9306e+00

61    1.1600e-01       -1.7197e+00
62    2.3171e-01       -1.1674e+00
63    *                *
64    6.0000e-02       -2.2460e+00
65    3.6897e-01       -7.9597e-01

66    1.1454e-01       -1.7299e+00
67    2.5000e-01       -1.1067e+00
68    2.4457e-01       -1.1243e+00
69    8.1250e-02       -2.0040e+00
70    1.1379e-01       -1.7351e+00

71    1.8105e-01       -1.3643e+00
72    2.8571e-01       -1.0001e+00
73    2.3167e-01       -1.1675e+00
74    1.0323e-01       -1.8129e+00
75    1.5485e-01       -1.4891e+00

76    7.4000e-01       -2.4038e-01
77    5.5556e-01       -4.6924e-01
78    1.2083e-01       -1.6872e+00
79    6.1538e-02       -2.2258e+00
80    4.1538e-01       -7.0139e-01

81    6.0000e-02       -2.2460e+00
82    1.6667e-02       -3.2686e+00
83    2.6000e-01       -1.0754e+00
84    8.2500e-02       -1.9918e+00
85    1.6964e-01       -1.4163e+00

86    5.9263e-01       -4.1768e-01
87    3.3846e-02       -2.7031e+00
88    8.7838e-02       -1.9418e+00
89    2.1739e-01       -1.2183e+00
90    6.2500e-02       -2.2135e+00

91    1.3500e-01       -1.5987e+00
92    7.5000e-02       -2.0679e+00
93    3.1707e-01       -9.1699e-01
94    5.6522e-02       -2.2937e+00
95    1.2658e-01       -1.6501e+00

96    5.8824e-02       -2.2618e+00
97    7.6923e-02       -2.0477e+00
98    1.3333e-01       -1.6086e+00
99    1.3699e-01       -1.5870e+00
100   1.5625e-02       -3.3202e+00

101   2.1000e-01       -1.2459e+00
102   5.6180e-02       -2.2986e+00
103   1.7766e-01       -1.3794e+00
104   8.9474e-02       -1.9270e+00
105   1.7258e-01       -1.4026e+00

106   3.1250e-01       -9.2858e-01
107   7.7922e-02       -2.0374e+00
108   3.0000e-01       -9.6117e-01
109   8.1667e-02       -1.9999e+00
110   3.7778e-01       -7.7713e-01

111   7.5000e-02       -2.0679e+00
112   1.8182e-01       -1.3610e+00
113   8.4615e-02       -1.9716e+00
114   8.7500e-02       -1.9448e+00
115   4.8571e-01       -5.7651e-01

116   2.5000e-01       -1.1067e+00
117   7.1429e-01       -2.6861e-01
118   2.9231e-01       -9.8191e-01
119   1.0000e-01       -1.8382e+00
120   1.9231e-01       -1.3162e+00

121   9.1667e-02       -1.9077e+00
122   2.7273e-01       -1.0373e+00
123   6.0000e-02       -2.2460e+00
124   1.7778e-01       -1.3789e+00
125   4.5455e-02       -2.4677e+00

126   2.0000e-01       -1.2849e+00
127   7.6923e-02       -2.0477e+00
128   1.8571e-01       -1.3441e+00
129   7.0909e-02       -2.1127e+00
130   2.3077e-02       -3.0089e+00

131   1.3000e-01       -1.6288e+00
132   4.7059e-01       -6.0176e-01
133   2.5000e-01       -1.1067e+00
134   3.2414e-02       -2.7376e+00
135   2.5000e-01       -1.1067e+00

136   1.2500e-01       -1.6601e+00
137   2.3833e-01       -1.1449e+00
138   2.9750e-02       -2.8061e+00
139   3.2927e-02       -2.7251e+00
140   1.2667e-01       -1.6495e+00

141   1.2733e-01       -1.6453e+00
142   3.1429e-01       -9.2402e-01
143   1.4667e-01       -1.5325e+00
144   1.3725e-01       -1.5855e+00
145   5.2000e-02       -2.3603e+00

146   3.2609e-01       -8.9460e-01
147   7.8571e-02       -2.0308e+00
148   1.9512e-01       -1.3046e+00
149   8.8889e-02       -1.9323e+00
150   8.2143e-02       -1.9953e+00

151   4.4286e-02       -2.4885e+00
152   1.8267e-01       -1.3572e+00
153   7.6111e-02       -2.0562e+00
154   1.3750e-01       -1.5840e+00
155   7.7500e-01       -2.0349e-01

156   7.5556e-01       -2.2377e-01
157   5.5000e-02       -2.3155e+00
158   9.2308e-02       -1.9021e+00
159   1.0526e-01       -1.7973e+00
