  -371.93277     -0.275352      0.70491 56655.772958484485571 -594.227041515514998   349.831000 GUPPI_GBNCC08723_56655_6  350
  -369.77563      0.311184      0.62796 56657.930098085562349 -592.069901914436400   347.998000 GUPPI_GBNCC08723_56657_8  350
    43.58138      1.780749      2.42014 57071.287102338981640 -178.712897661020918   814.327000 GUPPI_J1929+62_4_57071_2  820
    72.62936     -0.932700      1.72235 57100.335075609371415 -149.664924390629380   815.865000 GUPPI_J1929+62_3_57100_2  820
    72.63213     -0.931013      1.14097 57100.337856384168845 -149.662143615830644   867.350000 GUPPI_J1929+62_4_57100_2  820
    72.63213      0.200987      1.18133 57100.337856397272844 -149.662143602728804   769.454000 GUPPI_J1929+62_4_57100_2  820
    72.63383     -0.107580      1.44433 57100.339558564926847 -149.660441435071704   867.244000 GUPPI_J1929+62_4_57100_2  820
    72.63383     -0.406271      0.94535 57100.339558561470767 -149.660441438528778   769.413000 GUPPI_J1929+62_4_57100_2  820
   102.60172     -0.281268      0.87425 57130.307445954007562 -119.692554045993290   812.485000 GUPPI_J1929+62_57130_263  820
   135.52382      2.250689      0.91499 57163.229544340458233  -86.770455659540659   865.774000 GUPPI_J1929+62_57163_196  820
   135.52382      0.653504      0.76313 57163.229544321970025  -86.770455678026593   768.508000 GUPPI_J1929+62_57163_196  820
   165.50620     -0.421943      1.28933 57193.211908768797002  -56.788091231202628   866.121000 GUPPI_J1929+62_57193_180  820
   165.50620     -0.947568      0.93698 57193.211908762714302  -56.788091237286253   768.788000 GUPPI_J1929+62_57193_180  820
   195.31790      1.086536      1.13425 57223.023618026643817  -26.976381973354638   866.688000 GUPPI_J1929+62_57223_017  820
   195.31790     -1.910242      1.16937 57223.023617991959327  -26.976382008039579   768.698000 GUPPI_J1929+62_57223_017  820
   221.28520     -0.405717      1.04463 57248.990914574700582   -1.009085425297300   866.647000 GUPPI_J1929+62_57248_852  820
   221.28520     -0.280272      1.01580 57248.990914576155774   -1.009085423845395   769.613000 GUPPI_J1929+62_57248_852  820
   251.14140      0.521630      0.89016 57278.847116387201822   28.847116387200224   814.579000 GUPPI_J1929+62_57278_728  820
   261.50543     -1.391980      1.25258 57289.211165274085943   39.211165274088934   867.826000 GUPPI_J1929+62_57289_179  820
   261.50543     -1.758246      1.17064 57289.211165269851335   39.211165269849744   771.845000 GUPPI_J1929+62_57289_179  820
   262.49469     -0.194685      0.81675 57290.200396441068733   40.200396441067738   866.250000 GUPPI_J1929+62_57290_169  820
   262.49469      0.995465      0.82349 57290.200396454842121   40.200396454842632   769.603000 GUPPI_J1929+62_57290_169  820
   264.49750     -0.290961      0.63184 57292.203228445920104   42.203228445921127   866.678000 GUPPI_J1929+62_57292_172  820
   264.49750      0.422083      0.85869 57292.203228454171040   42.203228454173953   769.566000 GUPPI_J1929+62_57292_172  820
   265.50034      0.550622      1.04538 57293.206060125980002   43.206060125981253   866.442000 GUPPI_J1929+62_57293_175  820
   265.50034     -0.406795      1.10638 57293.206060114898719   43.206060114900048   769.761000 GUPPI_J1929+62_57293_175  820
   265.50204      0.699748      1.32002 57293.207762298967282   43.207762298968134   866.485000 GUPPI_J1929+62_57293_175  820
   265.50204      0.921357      1.20842 57293.207762301535695   43.207762301533052   769.735000 GUPPI_J1929+62_57293_175  820
   269.49115      0.821440      1.03467 57297.196876490343129   47.196876490344017   815.586000 GUPPI_J1929+62_57297_166  820
   279.46301     -0.789982      0.85106 57307.168718175358663   57.168718175357100   817.533000 GUPPI_J1929+62_57307_142  820
   280.06769     -0.117503      0.78711 57307.773393457944621   57.773393457942717   815.769000 GUPPI_J1929+62_57307_665  820
   312.98642      1.194860      0.75943 57340.692138623940991   90.692138623943364   815.152000 GUPPI_J1929+62_57340_595  820
   371.93277     -0.560777      0.85975 57399.638481494206644  149.638481494207781   816.920000 GUPPI_J1929+62_57399_549  820
