5.790904490960734256e+04 3.438085948333850429e-06 3.673200000000000000e-05 3.782311611326160801e+02
5.790904490610650828e+04 -4.527819650174646338e-06 1.585499999999999982e-05 3.250369192859524219e+02
5.790904607532022055e+04 -3.198061325622514800e-05 2.204899999999999845e-05 3.782311648615589093e+02
5.790904607181980100e+04 -4.290688498454099286e-06 1.626500000000000097e-05 3.250369224904597445e+02
5.790904724029365752e+04 8.212066978916878238e-05 3.249300000000000213e-05 3.782311685927276699e+02
5.790904723679193557e+04 -2.730127163316467479e-06 1.497300000000000047e-05 3.250369256968750733e+02
5.799202744121733122e+04 -2.390123902371045541e-05 2.621300000000000127e-05 3.250335221126488818e+02
5.799202861049640342e+04 3.484949453023923946e-05 2.967099999999999764e-05 3.776121661512826790e+02
5.799202860702935141e+04 3.628770857689567853e-05 3.970099999999999817e-05 3.250335227815480152e+02
5.799202965899857372e+04 4.192048869412330706e-05 2.557900000000000023e-05 3.776121668306092829e+02
5.799202965553111426e+04 8.078500407675055743e-06 2.796399999999999857e-05 3.250335233662852374e+02
5.799769405720927170e+04 5.011589057041434668e-05 2.272500000000000011e-05 3.772017274808728757e+02
5.799769405374217604e+04 3.879975769483315091e-05 2.832799999999999712e-05 3.250305840205145387e+02
5.799769522301688266e+04 -5.966591833747556141e-05 2.747500000000000037e-05 3.772017292115526743e+02
5.799769521958415135e+04 -9.660042138125263483e-06 2.526799999999999931e-05 3.250305855118662066e+02
5.799769627155805210e+04 7.668681041981973020e-05 3.662400000000000036e-05 3.772027308438822502e+02
5.799769626809033070e+04 1.199553132867836063e-05 4.394999999999999764e-05 3.250305868664515856e+02
5.799867087734675442e+04 1.626993074327980727e-05 2.164599999999999909e-05 3.777082420567153918e+02
5.799867087384577462e+04 -1.611606591153414434e-05 2.037199999999999740e-05 3.250301400080555254e+02
5.799867320777745044e+04 1.342504274380728248e-05 1.710600000000000190e-05 3.777082448543103510e+02
5.799867320427649247e+04 -1.669689815055841285e-05 1.420699999999999967e-05 3.250301424154754386e+02
5.799867542131415394e+04 2.823641131981389496e-06 4.305299999999999590e-05 3.777082475857872055e+02
5.799867541781359614e+04 8.741660033725484415e-06 1.773100000000000015e-05 3.250301447659989549e+02
5.799887767393069225e+04 6.254283068077398883e-05 3.124199999999999666e-05 3.453327290550967632e+02
5.799887837424625468e+04 1.639503693633232733e-05 2.611499999999999645e-05 3.453327304792757104e+02
5.799887907321580860e+04 -1.490472280196450267e-05 2.019300000000000131e-05 3.453327318978668359e+02
5.799887977222014888e+04 3.185112087743879281e-05 2.901099999999999718e-05 3.453327333136467701e+02
5.799888035475658398e+04 -1.461336407518857658e-05 3.244700000000000291e-05 3.453327344913039383e+02
5.799980442881386261e+04 -9.215758935035886813e-06 4.053899999999999930e-05 3.776080049512304981e+02
5.799980442534689064e+04 -1.008866866351693489e-05 2.579700000000000051e-05 3.250299409861626714e+02
5.799980559462235396e+04 4.904101429119835190e-05 2.996199999999999875e-05 3.776080077324661488e+02
5.799980559115512733e+04 2.576999527058255598e-05 2.921099999999999866e-05 3.250299433801390592e+02
5.799980663965660642e+04 -5.281894848735103619e-06 2.260099999999999926e-05 3.250299455347946491e+02
5.800071213236514450e+04 -3.520945045835703819e-05 2.093599999999999742e-05 3.774353009400641099e+02
5.800071212889813614e+04 -4.248389966065420841e-05 2.607899999999999883e-05 3.250293433572246045e+02
5.800071481186302844e+04 -2.496500277723673900e-05 4.305800000000000008e-05 3.774353057640163911e+02
5.800071480843030440e+04 2.203981650466787365e-05 2.723999999999999669e-05 3.250293475114362423e+02
5.800072093632602628e+04 2.265503561650438140e-06 1.895499999999999724e-05 3.250293572634004704e+02
5.800271279458504432e+04 -7.068620460766923436e-05 3.540299999999999968e-05 3.758632085728823995e+02
5.800271279118610255e+04 -4.638812600464510751e-08 1.956099999999999788e-05 3.250284754045288764e+02
5.800271396043368441e+04 -5.214995899619346946e-05 4.053399999999999511e-05 3.758632107181664423e+02
